account_id,account_age_days,total_value
A001035,1444.0,31708.5
A001036,1518.0,61419.4
A001037,1104.0,111828.59
A001038,1257.0,81340.19
A001039,1298.0,125691.59
A001040,1188.0,47173.93
A001041,944.0,128535.03
A001042,1513.0,47733.78
A001043,964.0,114940.03
A001044,788.0,74613.18
A001045,734.0,105805.36
A001046,1495.0,75667.21
A001047,1578.0,90226.05
A001048,877.0,108570.36
A001049,962.0,88848.25
A001050,888.0,112054.35
A001051,661.0,57817.3
A001052,1028.0,109200.5
A001053,474.0,87808.83
A001054,546.0,95156.94
A001055,1343.0,117305.76
A001056,1492.0,23413.97
A001057,962.0,35498.57
A001058,917.0,35442.04
A001059,1413.0,19952.02
A001060,1351.0,91133.85
A001061,1038.0,46516.39
A001062,833.0,99997.55
A001063,1582.0,67718.34
A001064,1020.0,138845.75
A001065,633.0,82603.43
A001066,901.0,67376.83
A001067,998.0,112539.7
A001068,1090.0,54589.65
A001069,1435.0,20856.28
A001070,428.0,90324.1
A001071,770.0,51825.83
A001072,459.0,86745.33
A001073,674.0,126796.9
A001074,877.0,78254.32
A001075,1559.0,73159.81
A001076,1184.0,50969.81
A001077,993.0,81056.8
A001078,1506.0,45992.19
A001079,527.0,139234.9
A001080,1257.0,44655.34
A001081,1047.0,79151.25
A001082,452.0,106404.18
A001083,1114.0,55251.0
A001084,1123.0,69889.73
A001085,1521.0,28016.81
A001086,1021.0,32291.07
A001087,1406.0,63606.68
A001088,686.0,40547.61
A001089,729.0,90782.74
A001090,446.0,101623.36
A001091,1371.0,79580.37
A001092,744.0,87387.68
A001093,1082.0,63777.76
A001094,1352.0,90352.94
A001095,1583.0,61853.49
A001096,862.0,58458.13
A001097,607.0,42846.73
A001098,1034.0,56713.0
A001099,1417.0,80660.52
A001100,832.0,69462.47
A001101,990.0,56974.35
A001102,832.0,92612.89
A001103,515.0,84818.78
A001104,556.0,43494.61
A001105,1028.0,77079.95
A001106,1486.0,67950.52
A001107,902.0,70496.23
A001108,519.0,115806.26
A001109,568.0,62630.71
A001110,1153.0,59479.52
A001111,1020.0,49679.72
A001112,567.0,29638.62
A001113,1136.0,80926.93
A001114,1563.0,62288.68
A001115,914.0,99019.45
A001116,1221.0,39741.79
A001117,1548.0,49242.05
A001118,1553.0,66901.01
A001119,1178.0,72621.88
A001120,485.0,89375.57
A001121,1121.0,43654.7
A001122,1529.0,64830.45
A001123,1208.0,94971.24
A001124,1021.0,108311.4
A001125,1317.0,114244.47
A001126,442.0,51094.44
A001127,751.0,44271.36
A001128,1337.0,91099.78
A001129,439.0,119590.42
A001130,700.0,116942.15
A001131,674.0,83385.35
A001132,483.0,107811.45
A001133,485.0,102530.69
A001134,1312.0,64238.46
A001135,535.0,106108.14
A001136,846.0,109622.95
A001137,1382.0,32729.28
A001138,865.0,105934.39
A001139,1555.0,112290.99
A001140,1362.0,95783.13
A001141,544.0,110953.09
A001142,1262.0,68736.83
A001143,1179.0,27973.5
A001144,819.0,79883.27
A001145,1001.0,24998.47
A001146,1591.0,105433.84
A001147,750.0,20602.85
A001148,734.0,75133.35
A001149,1252.0,92903.93
A001150,642.0,78701.15
A001151,416.0,30764.8
A001152,935.0,63280.91
A001153,946.0,61761.44
A001154,1038.0,83276.6
A001155,1000.0,43516.43
A001156,835.0,51175.31
A001157,892.0,82443.18
A001158,1485.0,66481.45
A001159,917.0,30293.72
A001160,1584.0,123329.15
A001161,1008.0,92999.26
A001162,984.0,62191.88
A001163,442.0,38107.07
A001164,1437.0,31790.32
A001165,1365.0,88498.09
A001166,489.0,61851.42
A001167,714.0,94526.9
A001168,1458.0,103817.78
A001169,697.0,54844.62
A001170,1575.0,23050.51
A001171,1147.0,89609.53
A001172,891.0,66939.2
A001173,511.0,115252.94
A001174,1119.0,95748.59
A001175,1546.0,28610.8
A001176,924.0,105083.49
A001177,1012.0,75490.12
A001178,1023.0,85793.99
A001179,1288.0,43502.51
A001180,1526.0,100422.6
A001181,451.0,87632.74
A001182,1554.0,104957.64
A001183,507.0,11884.62
A001184,545.0,11246.35
A001185,1163.0,53066.5
A001186,426.0,35653.95
A001187,1437.0,65075.33
A001188,925.0,66091.31
A001189,1114.0,121576.58
A001190,1141.0,39471.62
A001191,1185.0,60478.43
A001192,877.0,95908.52
A001193,1369.0,129882.49
A001194,1430.0,47276.0
A001195,1200.0,28956.33
A001196,1481.0,103317.21
A001197,1208.0,27386.17
A001198,1261.0,27160.34
A001199,1326.0,89537.84
A001200,926.0,90606.76
A001201,1511.0,63305.99
A001202,800.0,72266.36
A001203,618.0,22435.03
A001204,542.0,70884.53
A001205,423.0,22492.37
A001206,1455.0,65552.64
A001207,714.0,57252.03
A001208,599.0,63768.44
A001209,886.0,95996.17
A001210,1531.0,82812.36
A001211,1190.0,65007.94
A001212,1151.0,60829.78
A001213,665.0,58050.45
A001214,617.0,59053.45
A001215,1490.0,67345.83
A001216,433.0,52707.33
A001217,1137.0,123647.98
A001218,1530.0,89484.69
A001219,1333.0,63421.29
A001220,470.0,32101.12
A001221,1385.0,29198.91
A001222,942.0,56759.74
A001223,1551.0,96305.45
A001224,818.0,79371.31
A001225,516.0,115616.37
A001226,666.0,78403.35
A001227,1543.0,61755.57
A001228,517.0,73101.25
A001229,421.0,19851.58
A001230,1466.0,36359.8
A001231,866.0,106327.58
A001232,1019.0,121916.78
A001233,793.0,70221.86
A001234,1407.0,154565.48
A001235,776.0,98295.98
A001236,1153.0,53106.6
A001237,529.0,86605.98
A001238,592.0,122087.73
A001239,678.0,53748.09
A001240,519.0,46613.67
A001241,487.0,108233.15
A001242,1301.0,68703.65
A001243,1406.0,87649.74
A001244,773.0,100545.41
A001245,1499.0,42029.85
A001246,934.0,70611.93
A001247,898.0,52366.07
A001248,890.0,63154.97
A001249,1063.0,96819.57
A001250,1518.0,96223.49
A001251,883.0,43920.58
A001252,1549.0,55474.25
A001253,1370.0,43154.0
A001254,1351.0,148810.36
A001255,999.0,39195.8
A001256,993.0,55179.41
A001257,1220.0,66156.23
A001258,1263.0,47396.39
A001259,1297.0,94433.71
A001260,732.0,61313.3
A001261,699.0,53592.39
A001262,1333.0,25232.33
A001263,435.0,57414.98
A001264,747.0,55936.85
A001265,910.0,78012.26
A001266,1127.0,60500.52
A001267,681.0,73801.45
A001268,981.0,90154.36
A001269,1306.0,73564.88
A001270,1095.0,29575.26
A001271,874.0,104850.76
A001272,1537.0,40405.05
A001273,1047.0,63569.64
A001274,538.0,29696.9
A001275,1110.0,138942.42
A001276,768.0,13482.05
A001277,481.0,112734.82
A001278,799.0,56873.71
A001279,1423.0,53055.27
A001280,1236.0,81284.29
A001281,915.0,45670.08
A001282,1370.0,56374.0
A001283,1418.0,30649.6
A001284,1255.0,90246.91
A001285,430.0,86431.26
A001286,1521.0,95911.55
A001287,1014.0,42576.01
A001288,529.0,107081.71
A001289,722.0,74180.2
A001290,998.0,20541.76
A001291,755.0,54509.0
A001292,534.0,91040.26
A001293,426.0,42604.0
A001294,849.0,93209.23
A001295,694.0,63496.48
A001296,706.0,92903.26
A001297,1136.0,20518.4
A001298,894.0,71276.08
A001299,578.0,74922.24
A001300,652.0,76427.58
A001301,1074.0,69631.63
A001302,696.0,36566.07
A001303,724.0,56861.76
A001304,1558.0,121299.96
A001305,1096.0,91455.99
A001306,1507.0,29124.92
A001307,1464.0,89633.11
A001308,437.0,36703.22
A001309,1560.0,69061.2
A001310,995.0,98987.88
A001311,1341.0,30971.34
A001312,1279.0,18436.23
A001313,1087.0,74413.54
A001314,1001.0,91509.46
A001315,636.0,123897.68
A001316,695.0,23263.45
A001317,1012.0,46212.89
A001318,1317.0,87478.15
A001319,1171.0,36649.65
A001320,1565.0,94145.28
A001321,938.0,50900.98
A001322,794.0,49333.91
A001323,585.0,45903.36
A001324,881.0,119612.94
A001325,811.0,67053.11
A001326,886.0,82571.99
A001327,995.0,45722.26
A001328,1200.0,76760.85
A001329,720.0,56565.36
A001330,1254.0,29987.0
A001331,1197.0,91411.84
A001332,1324.0,98154.03
A001333,909.0,32110.31
A001334,1225.0,113063.12
A001335,1568.0,109292.08
A001336,1349.0,89729.92
A001337,1331.0,13354.59
A001338,961.0,42046.43
A001339,1077.0,30029.77
A001340,491.0,40882.83
A001341,1505.0,76675.15
A001342,1159.0,21060.11
A001343,736.0,41255.05
A001344,832.0,81434.51
A001345,1047.0,107229.08
A001346,1347.0,59567.91
A001347,968.0,77043.28
A001348,589.0,20776.99
A001349,904.0,93597.3
A001350,909.0,57112.7
A001351,1568.0,122079.53
A001352,1094.0,102989.86
A001353,1498.0,87573.26
A001354,870.0,92935.83
A001355,1268.0,48149.71
A001356,1348.0,43272.67
A001357,1160.0,49950.62
A001358,678.0,39797.34
A001359,1425.0,61997.72
A001360,800.0,124328.1
A001361,1437.0,18036.07
A001362,883.0,26693.91
A001363,468.0,31645.18
A001364,1089.0,44109.31
A001365,695.0,103931.37
A001366,1129.0,78876.8
A001367,915.0,75782.68
A001368,517.0,9000.76
A001369,1173.0,74892.51
A001370,1301.0,93655.97
A001371,1551.0,35769.93
A001372,855.0,120883.59
A001373,760.0,133072.64
A001374,1499.0,74916.88
A001375,852.0,31761.34
A001376,1550.0,103907.08
A001377,523.0,64691.84
A001378,999.0,43400.28
A001379,1309.0,30622.93
A001380,1367.0,88128.27
A001381,866.0,64919.25
A001382,1127.0,59942.55
A001383,1312.0,130128.23
A001384,1448.0,50157.72
A001385,578.0,37463.22
A001386,527.0,90972.49
A001387,1556.0,30236.79
A001388,458.0,92946.48
A001389,1029.0,35290.45
A001390,592.0,104845.72
A001391,821.0,102762.71
A001392,545.0,107497.61
A001393,835.0,131074.97
A001394,1538.0,53457.36
A001395,546.0,108261.27
A001396,1208.0,70455.54
A001397,979.0,58866.84
A001398,1159.0,54591.48
A001399,792.0,55314.5
A001400,818.0,108758.33
A001401,1254.0,105924.94
A001402,485.0,53639.84
A001403,770.0,42672.74
A001404,894.0,81826.92
A001405,1546.0,44849.49
A001406,966.0,96781.31
A001407,1299.0,105439.31
A001408,1346.0,70929.0
A001409,1192.0,54897.28
A001410,869.0,35601.58
A001411,620.0,113913.92
A001412,1385.0,46952.32
A001413,844.0,149833.73
A001414,1057.0,52791.43
A001415,1468.0,65771.03
A001416,1221.0,96200.42
A001417,1360.0,46618.45
A001418,1166.0,60359.22
A001419,447.0,72597.45
A001420,846.0,40962.24
A001421,968.0,92238.66
A001422,992.0,46170.66
A001423,923.0,80019.5
A001424,1382.0,82615.11
A001425,501.0,45935.99
A001426,1207.0,57333.87
A001427,787.0,126883.48
A001428,1315.0,84333.51
A001429,1251.0,115483.22
A001430,1326.0,110384.28
A001431,843.0,94838.94
A001432,869.0,122397.95
A001433,470.0,61930.41
A001434,999.0,110311.21
A001435,1333.0,115713.84
A001436,1580.0,102755.17
A001437,1385.0,67363.78
A001438,466.0,26633.52
A001439,1071.0,43568.69
A001440,962.0,29862.78
A001441,1449.0,37726.93
A001442,1020.0,32213.21
A001443,1082.0,43583.43
A001444,1210.0,40228.51
A001445,518.0,36440.13
A001446,1185.0,46849.55
A001447,681.0,111708.44
A001448,605.0,16937.9
A001449,1535.0,69286.68
A001450,706.0,92459.75
A001451,556.0,101871.89
A001452,1359.0,94159.03
A001453,1182.0,89703.57
A001454,866.0,93214.16
A001455,980.0,28528.7
A001456,890.0,62388.55
A001457,1069.0,26101.77
A001458,1084.0,123890.93
A001459,1415.0,99551.87
A001460,927.0,113179.64
A001461,1249.0,47906.13
A001462,797.0,99975.97
A001463,1548.0,52896.84
A001464,908.0,58592.55
A001465,986.0,25441.54
A001466,1284.0,35543.89
A001467,917.0,33793.04
A001468,1495.0,135818.3
A001469,1068.0,69947.35
A001470,1393.0,80348.51
A001471,682.0,44462.11
A001472,412.0,80328.45
A001473,1286.0,17917.36
A001474,1586.0,48695.82
A001475,1244.0,53281.34
A001476,1421.0,52627.46
A001477,425.0,50184.6
A001478,433.0,52540.53
A001479,717.0,58183.59
A001480,935.0,49957.75
A001481,1436.0,70060.53
A001482,1442.0,96763.42
A001483,872.0,46643.83
A001484,1122.0,64756.37
A001485,1362.0,55585.99
A001486,780.0,86483.25
A001487,420.0,90505.87
A001488,1012.0,21514.31
A001489,545.0,47018.04
A001490,787.0,68636.04
A001491,1225.0,19452.17
A001492,928.0,110252.25
A001493,953.0,36109.71
A001494,763.0,24043.29
A001495,764.0,69252.08
A001496,1398.0,48935.04
A001497,1389.0,75899.04
A001498,708.0,68974.01
A001499,642.0,38180.92
A001500,1347.0,104444.45
A001501,722.0,30719.69
A001502,438.0,135555.55
A001503,1021.0,88022.64
A001504,1057.0,32736.05
A001505,603.0,27824.48
A001506,705.0,27997.46
A001507,818.0,81997.06
A001508,1329.0,49210.5
A001509,727.0,53096.25
A001510,888.0,118980.91
A001511,915.0,105325.96
A001512,966.0,92058.9
A001513,712.0,106436.94
A001514,1261.0,75491.89
A001515,782.0,54276.32
A001516,752.0,82184.6
A001517,500.0,67383.33
A001518,1231.0,67520.11
A001519,1429.0,61029.93
A001520,1180.0,88410.18
A001521,644.0,105614.45
A001522,1157.0,65724.71
A001523,1589.0,95697.37
A001524,1574.0,78588.28
A001525,728.0,41562.61
A001526,680.0,103615.27
A001527,713.0,83346.34
A001528,569.0,55354.88
A001529,1527.0,35220.14
A001530,926.0,71276.18
A001531,1122.0,34865.47
A001532,1123.0,67016.14
A001533,1165.0,48499.07
A001534,1585.0,47935.8
A001535,1226.0,93206.53
A001536,669.0,28651.25
A001537,908.0,78533.99
A001538,634.0,130581.49
A001539,687.0,104322.86
A001540,1129.0,122612.67
A001541,488.0,11758.97
A001542,1386.0,96881.51
A001543,1195.0,96760.3
A001544,730.0,20916.55
A001545,1246.0,96152.97
A001546,506.0,46916.95
A001547,1520.0,138634.46
A001548,1057.0,55851.55
A001549,792.0,72886.73
A001550,1572.0,98779.28
A001551,749.0,85290.88
A001552,567.0,112809.27
A001553,521.0,63984.7
A001554,457.0,35838.51
A001555,801.0,124544.72
A001556,722.0,77507.23
A001557,490.0,75594.1
A001558,1124.0,75615.55
A001559,816.0,68110.44
A001560,468.0,49463.03
A001561,1138.0,109297.32
A001562,1290.0,50971.17
A001563,482.0,82842.91
A001564,593.0,51359.43
A001565,1435.0,33649.36
A001566,1451.0,30135.63
A001567,851.0,125543.0
A001568,1245.0,86993.3
A001569,586.0,25246.35
A001570,1103.0,25285.0
A001571,464.0,79592.36
A001572,930.0,123460.74
A001573,1336.0,128756.18
A001574,607.0,105171.07
A001575,694.0,98356.44
A001576,1503.0,55138.69
A001577,558.0,85878.48
A001578,507.0,46200.75
A001579,1326.0,64863.16
A001580,1563.0,65678.26
A001581,1545.0,78230.57
A001582,1189.0,117550.61
A001583,1213.0,86869.32
A001584,845.0,31261.4
A001585,1313.0,98833.5
A001586,1572.0,107237.34
A001587,1150.0,21131.37
A001588,1486.0,51414.62
A001589,1083.0,106121.27
A001590,1373.0,45792.92
A001591,1172.0,35572.24
A001592,862.0,74860.38
A001593,816.0,122031.11
A001594,1280.0,34904.99
A001595,1349.0,48969.38
A001596,686.0,25439.59
A001597,726.0,35125.76
A001598,593.0,31944.55
A001599,877.0,87797.29
A001600,1525.0,71531.82
A001601,1106.0,94447.35
A001602,1088.0,50480.45
A001603,1097.0,57465.95
A001604,1475.0,65906.85
A001605,562.0,127580.48
A001606,549.0,35740.09
A001607,521.0,62089.43
A001608,566.0,35394.05
A001609,611.0,50386.33
A001610,676.0,65671.49
A001611,906.0,51439.33
A001612,514.0,101094.99
A001613,802.0,15303.62
A001614,1284.0,116282.2
A001615,1121.0,88090.07
A001616,728.0,126871.38
A001617,1137.0,85822.03
A001618,729.0,105029.71
A001619,865.0,132880.27
A001620,878.0,35405.53
A001621,1277.0,30974.41
A001622,1249.0,129559.32
A001623,1375.0,86853.69
A001624,1294.0,31326.77
A001625,1559.0,50446.6
A001626,828.0,83728.5
A001627,694.0,101596.29
A001628,629.0,135008.89
A001629,730.0,36943.44
A001630,1075.0,39801.02
A001631,1500.0,85078.51
A001632,967.0,71690.54
A001633,777.0,37198.33
A001634,1229.0,34891.54
A001635,524.0,51835.68
A001636,924.0,46315.85
A001637,977.0,106878.89
A001638,921.0,103254.17
A001639,1099.0,117664.55
A001640,1320.0,62733.07
A001641,668.0,86429.79
A001642,471.0,50157.04
A001643,1422.0,59730.79
A001644,1006.0,69173.24
A001645,793.0,123586.47
A001646,710.0,35184.52
A001647,995.0,60890.14
A001648,647.0,34638.05
A001649,1088.0,50335.31
A001650,1250.0,46669.96
A001651,1420.0,62374.55
A001652,463.0,54155.56
A001653,718.0,47261.32
A001654,1101.0,66724.57
A001655,719.0,26848.73
A001656,1518.0,34800.71
A001657,1411.0,102969.84
A001658,1452.0,37085.56
A001659,912.0,123741.86
A001660,441.0,131469.82
A001661,917.0,64868.74
A001662,1295.0,73058.95
A001663,1353.0,32058.74
A001664,444.0,45837.47
A001665,1540.0,20522.75
A001666,683.0,43430.83
A001667,778.0,118743.28
A001668,1026.0,96393.77
A001669,822.0,76264.05
A001670,958.0,30178.3
A001671,504.0,72526.22
A001672,1067.0,87203.34
A001673,1465.0,108676.24
A001674,419.0,42039.21
A001675,1035.0,37144.67
A001676,519.0,89948.27
A001677,1431.0,82662.26
A001678,1531.0,59498.89
A001679,1074.0,70267.06
A001680,1595.0,89562.56
A001681,1202.0,40133.17
A001682,1578.0,39936.87
A001683,810.0,81897.95
A001684,537.0,66725.51
A001685,1291.0,89208.4
A001686,1149.0,108150.69
A001687,1206.0,94728.06
A001688,1090.0,111433.85
A001689,915.0,80804.29
A001690,1266.0,69320.23
A001691,1123.0,56247.76
A001692,1481.0,34091.01
A001693,562.0,103137.0
A001694,1425.0,22853.9
A001695,1170.0,41139.41
A001696,637.0,35066.66
A001697,1277.0,115814.88
A001698,1108.0,71563.28
A001699,1395.0,62811.47
A001700,1335.0,63285.42
A001701,790.0,36003.64
A001702,670.0,107102.94
A001703,1136.0,82518.49
A001704,986.0,39889.78
A001705,1106.0,98215.5
A001706,1126.0,13345.27
A001707,463.0,68571.63
A001708,1254.0,42084.14
A001709,1562.0,51052.43
A001710,929.0,24726.98
A001711,1083.0,21513.91
A001712,623.0,59146.52
A001713,933.0,23117.13
A001714,504.0,76281.06
A001715,1032.0,122663.53
A001716,768.0,70363.1
A001717,1392.0,21593.76
A001718,901.0,64528.37
A001719,1435.0,80237.72
A001720,1016.0,22958.75
A001721,1046.0,124797.57
A001722,701.0,61593.09
A001723,674.0,60346.44
A001724,1570.0,47926.3
A001725,1070.0,74935.31
A001726,786.0,61966.91
A001727,1098.0,30633.28
A001728,868.0,118698.35
A001729,1498.0,87734.0
A001730,969.0,65727.13
A001731,779.0,131393.18
A001732,1151.0,80613.09
A001733,551.0,39068.69
A001734,994.0,78831.18
A001735,1286.0,33489.16
A001736,1500.0,74050.93
A001737,1086.0,130840.9
A001738,673.0,23767.56
A001739,889.0,109518.74
A001740,1279.0,28958.95
A001741,1485.0,52143.29
A001742,1577.0,73430.2
A001743,1007.0,80028.22
A001744,1018.0,23411.14
A001745,1102.0,94704.98
A001746,867.0,120018.63
A001747,446.0,115974.44
A001748,1197.0,87593.51
A001749,1148.0,55125.21
A001750,684.0,22064.91
A001751,1097.0,39453.23
A001752,1026.0,117418.16
A001753,1186.0,117230.51
A001754,554.0,105679.83
A001755,1158.0,101004.15
A001756,1263.0,59058.13
A001757,1124.0,111315.86
A001758,1537.0,63322.03
A001759,452.0,77011.41
A001760,1190.0,57144.04
A001761,707.0,97810.1
A001762,682.0,93093.18
A001763,921.0,37195.59
A001764,981.0,113357.92
A001765,583.0,26892.46
A001766,919.0,27149.92
A001767,1490.0,71849.77
A001768,752.0,43762.56
A001769,1472.0,98305.79
A001770,870.0,38869.72
A001771,1232.0,107136.89
A001772,455.0,51974.83
A001773,1421.0,120390.54
A001774,1440.0,94128.63
A001775,1347.0,130587.5
A001776,1588.0,50376.23
A001777,1473.0,128622.33
A001778,849.0,41486.18
A001779,694.0,112791.01
A001780,660.0,36714.2
A001781,514.0,79521.83
A001782,1289.0,139679.9
A001783,1035.0,76806.9
A001784,1084.0,58874.95
A001785,563.0,79508.1
A001786,1028.0,54690.25
A001787,947.0,120739.86
A001788,1222.0,41642.97
A001789,714.0,91711.48
A001790,629.0,25250.38
A001791,1222.0,54146.64
A001792,846.0,85986.79
A001793,1357.0,78798.07
A001794,644.0,54128.37
A001795,427.0,52921.43
A001796,1154.0,55185.53
A001797,1051.0,79742.97
A001798,1087.0,97989.82
A001799,1455.0,84826.7
A001800,1249.0,53803.27
A001801,1533.0,92742.24
A001802,1100.0,66712.86
A001803,786.0,50676.96
A001804,733.0,33111.65
A001805,531.0,99877.99
A001806,552.0,67800.48
A001807,1102.0,22565.85
A001808,805.0,39187.04
A001809,1090.0,88983.24
A001810,1449.0,103677.91
A001811,1030.0,64859.3
A001812,1524.0,126254.09
A001813,1216.0,32408.37
A001814,1071.0,109453.54
A001815,1286.0,115094.06
A001816,483.0,81987.11
A001817,573.0,27905.04
A001818,1435.0,69732.79
A001819,1348.0,99638.18
A001820,1148.0,55007.25
A001821,755.0,38089.95
A001822,974.0,45820.48
A001823,792.0,60770.94
A001824,842.0,103281.2
A001825,1032.0,72848.18
A001826,1529.0,57283.56
A001827,1170.0,77688.59
A001828,928.0,103497.87
A001829,1241.0,66816.24
A001830,1310.0,123399.58
A001831,1236.0,90674.8
A001832,716.0,36469.15
A001833,1550.0,76997.0
A001834,423.0,89913.27
A001835,1132.0,23787.04
A001836,1464.0,70244.51
A001837,1208.0,28839.04
A001838,1263.0,128604.21
A001839,886.0,82631.45
A001840,1325.0,118808.88
A001841,497.0,53362.98
A001842,1455.0,64611.07
A001843,1259.0,38647.22
A001844,917.0,41782.17
A001845,951.0,21539.92
A001846,933.0,93571.82
A001847,769.0,91370.04
A001848,1561.0,54172.37
A001849,702.0,72967.52
A001850,417.0,33410.18
A001851,1528.0,132837.66
A001852,1294.0,108909.65
A001853,1109.0,79228.08
A001854,883.0,28454.19
A001855,797.0,42486.17
A001856,1353.0,65641.29
A001857,606.0,40355.28
A001858,513.0,94707.57
A001859,644.0,20640.65
A001860,813.0,72089.12
A001861,1319.0,51998.64
A001862,458.0,92166.36
A001863,1314.0,92436.12
A001864,715.0,36187.41
A001865,691.0,70670.43
A001866,1479.0,42732.37
A001867,1315.0,87174.24
A001868,1101.0,76380.36
A001869,1586.0,36263.42
A001870,1233.0,34970.24
A001871,890.0,19660.06
A001872,524.0,110974.84
A001873,947.0,104641.7
A001874,1254.0,40682.3
A001875,848.0,96219.0
A001876,673.0,50569.78
A001877,674.0,81571.44
A001878,683.0,113815.7
A001879,1469.0,26943.44
A001880,1443.0,31671.33
A001881,898.0,23615.66
A001882,1586.0,56616.99
A001883,734.0,31153.9
A001884,1021.0,73612.13
A001885,559.0,53950.9
A001886,1049.0,78992.37
A001887,1373.0,85861.29
A001888,1370.0,67569.57
A001889,792.0,134003.66
A001890,931.0,81685.39
A001891,840.0,107875.34
A001892,908.0,89274.7
A001893,616.0,109509.44
A001894,743.0,87812.52
A001895,1201.0,24313.29
A001896,441.0,104009.89
A001897,840.0,100012.51
A001898,1259.0,75799.56
A001899,680.0,116939.2
A001900,1043.0,23336.22
A001901,1338.0,40154.46
A001902,842.0,65915.28
A001903,936.0,107117.5
A001904,1459.0,104855.45
A001905,1442.0,99704.75
